,SHEETBAR,DATE,LATITUDE,LONGITUDE,FLDNUM,STRATUM,LOCATCD,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,MONTH,SEASON,YEAR,PREDICTED_TN,PREDICTED_TP,PREDICTED_TEMP,PREDICTED_DO,PREDICTED_TURB,PREDICTED_COND,PREDICTED_VEL,PREDICTED_SS,PREDICTED_WDP,PREDICTED_CHLcal,PREDICTED_SECCHI
10,45001229,04/25/1995,37.4203641674649,-89.4278797105294,5,1,9551013,4.704,0.237,12.8,8.7,190.0,459.0,,285.7,12.9,11.36578,,4,SPRING,1995,4.704,0.237,12.8,8.7,190.0,459.0,0.10376845259635689,285.7,12.9,11.36578,12.5
11,45001230,04/25/1995,37.4295650164376,-89.4342202669704,5,1,9551012,4.781,0.253,12.6,8.7,180.0,462.0,,302.1,12.9,12.0781,,4,SPRING,1995,4.781,0.253,12.6,8.7,180.0,462.0,0.10390274166799683,302.1,12.9,12.0781,13.798733768216463
12,45001231,04/25/1995,37.4331635260634,-89.4340493473482,5,1,9551094,,,12.8,8.8,190.0,459.0,,275.0,7.0,9.67402,,4,SPRING,1995,4.6181132085801275,0.25913776315495174,12.8,8.8,190.0,459.0,0.10404698028709188,275.0,7.0,9.67402,15.0
13,45001232,04/25/1995,37.4350309166178,-89.4362202291331,5,1,9551093,,,12.7,8.6,190.0,460.0,,309.3,8.0,10.83154,,4,SPRING,1995,4.548317624074917,0.3083150118607827,12.7,8.6,190.0,460.0,0.10405550015929706,309.3,8.0,10.83154,14.999999999999998
14,45001233,04/25/1995,37.4350990104695,-89.438476589719,5,1,9551011,4.436,0.266,12.6,8.6,200.0,461.0,,296.6,9.4,10.38634,,4,SPRING,1995,4.436,0.266,12.6,8.6,200.0,461.0,0.10401157051852095,296.6,9.4,10.38634,15.000000000000002
15,45001234,04/25/1995,37.4387655931041,-89.4405623155371,5,1,9551010,4.866,0.428,12.6,8.7,190.0,462.0,,298.1,10.9,11.98906,,4,SPRING,1995,4.866,0.428,12.6,8.7,190.0,462.0,0.10409075937568044,298.1,10.9,11.98906,16.499999999627615
16,45001235,04/25/1995,37.4517680718546,-89.453506103214,5,1,9551092,,,12.6,8.7,200.0,461.0,,289.2,12.2,12.5233,,4,SPRING,1995,10.320155239641878,0.5224264105795171,12.6,8.7,200.0,461.0,0.10426609694287098,289.2,12.2,12.5233,14.999999999999998
17,45001236,04/25/1995,37.4777693838557,-89.4794069579381,5,1,9551009,4.343,0.489,12.6,8.7,190.0,460.0,,315.8,13.3,14.39314,,4,SPRING,1995,4.343,0.489,12.6,8.7,190.0,460.0,0.10449656994201564,315.8,13.3,14.39314,13.558479101613377
18,45001237,04/25/1995,37.4779040098653,-89.4839224665325,5,1,9551008,4.331,0.447,12.6,8.8,190.0,460.0,,285.0,12.0,11.45482,,4,SPRING,1995,4.331,0.447,12.6,8.8,190.0,460.0,0.10449589905055379,285.0,12.0,11.45482,13.897596148683457
19,45001238,04/25/1995,37.4889017173115,-89.4901901629322,5,1,9551090,,,12.5,8.9,190.0,465.0,,292.9,9.8,12.25618,17.0,4,SPRING,1995,2.486999999980136,0.2825000000322183,12.5,8.9,190.0,465.0,0.10455877527897756,292.9,9.8,12.25618,17.0
20,45001239,04/25/1995,37.4961662599516,-89.4921112587963,5,1,9551089,,,12.5,8.8,170.0,465.0,,293.2,10.9,12.5233,,4,SPRING,1995,3.4275,0.408,12.5,8.8,170.0,465.0,0.10459303753717311,293.2,10.9,12.5233,14.172044721016508
21,45001240,04/25/1995,37.498032731487,-89.4942853751758,5,1,9551007,4.271,0.472,12.5,8.8,210.0,461.0,,274.6,13.6,13.76986,,4,SPRING,1995,4.271,0.472,12.5,8.8,210.0,461.0,0.10460053695934673,274.6,13.6,13.76986,14.02366086499013
22,45001241,04/25/1995,37.5054312974378,-89.5007242855182,5,1,9551088,,,12.6,8.8,180.0,459.0,,,5.9,11.98906,,4,SPRING,1995,3.495421308720788,0.39277720774272407,12.6,8.8,180.0,459.0,0.10462835720237347,233.21889705264044,5.9,11.98906,11.727933909926932
23,45001242,04/25/1995,37.5088959347578,-89.4960386261749,5,1,9551087,,,12.7,8.8,190.0,469.0,,,8.0,12.87946,,4,SPRING,1995,3.7999918710336114,0.40907713561154024,12.7,8.8,190.0,469.0,0.10464229761500839,234.46848334563737,8.0,12.87946,11.236658466047347
24,45001243,04/25/1995,37.5125617090346,-89.4981290205114,5,1,9551006,4.247,0.433,12.5,8.8,170.0,466.0,,,12.6,10.20826,,4,SPRING,1995,4.247,0.433,12.5,8.8,170.0,466.0,0.10465406235853343,231.61710659284466,12.6,10.20826,8.599848732098984
25,45001244,04/25/1995,37.5235678569735,-89.5044009453089,5,1,9551005,4.386,0.402,12.8,8.8,170.0,471.0,,,4.9,11.90002,,4,SPRING,1995,4.386,0.402,12.8,8.8,170.0,471.0,0.10468516153184297,231.1732796339723,4.9,11.90002,8.909151608128823
26,45001245,04/25/1995,37.5274340622825,-89.5132700554675,5,1,9551004,5.512,0.529,12.6,8.7,190.0,460.0,,,13.6,11.1877,,4,SPRING,1995,5.512,0.529,12.6,8.7,190.0,460.0,0.10469311603547977,241.59999980599906,13.6,11.1877,10.0
27,45001249,04/25/1995,37.5510262559683,-89.5189594171768,5,1,9551086,,,12.6,8.7,180.0,472.0,,,6.5,11.90002,,4,SPRING,1995,2.4618558296808155,0.3479090583078799,12.6,8.7,180.0,472.0,0.10474313919650542,383.75519501441653,6.5,11.90002,11.827677550256848
28,45001250,04/25/1995,37.5656213361354,-89.5250703397338,5,1,9551085,,,12.6,8.9,180.0,458.0,,,7.6,11.72194,15.0,4,SPRING,1995,2.655441017968362,0.35879346380781546,12.6,8.9,180.0,458.0,0.10476644981327339,363.4916752395401,7.6,11.72194,15.0
29,45001251,04/26/1995,37.1336650014002,-89.4211529356828,5,1,9551032,4.39,0.483,12.7,8.8,170.0,511.0,,266.9,10.7,12.61234,17.0,4,SPRING,1995,4.39,0.483,12.7,8.8,170.0,511.0,0.8100000000000002,266.9,10.7,12.61234,17.0
30,45001252,04/26/1995,37.1207977865785,-89.4127589011198,5,1,9551033,6.622,0.501,12.7,8.8,170.0,507.0,,259.0,14.0,12.79042,16.0,4,SPRING,1995,6.622,0.501,12.7,8.8,170.0,507.0,0.81,259.0,14.0,12.79042,16.0
31,45001253,04/26/1995,37.1187940775095,-89.4061032850046,5,1,9551034,4.439,0.5,12.7,8.8,170.0,510.0,,251.4,11.6,11.09866,,4,SPRING,1995,4.439,0.5,12.7,8.8,170.0,510.0,0.81,251.4,11.6,11.09866,15.414212788393847
32,45001254,04/26/1995,37.1151272768076,-89.404026841857,5,1,9551109,,,12.7,8.8,180.0,507.0,,273.1,13.4,11.6329,15.0,4,SPRING,1995,5.113583024870691,0.5003090165024603,12.7,8.8,180.0,507.0,0.8100000000000002,273.1,13.4,11.6329,15.0
33,45001255,04/26/1995,37.1093877784143,-89.3930495496067,5,1,9551110,,,12.7,8.8,160.0,506.0,,277.4,15.3,11.00962,13.0,4,SPRING,1995,3.2960716130055605,0.40714360730886096,12.7,8.8,160.0,506.0,0.81,277.4,15.3,11.00962,13.0
34,45001256,04/26/1995,37.1138346124479,-89.3911509075369,5,2,9551149,,,12.7,8.7,140.0,508.0,,226.6,10.3,11.90002,15.0,4,SPRING,1995,3.0511354354618945,0.3875180138530345,12.7,8.7,140.0,508.0,0.81,226.6,10.3,11.90002,15.0
35,45001257,04/26/1995,37.1152182950685,-89.3922101401095,5,2,9551079,4.43,0.498,12.7,8.7,190.0,508.0,,277.5,6.6,12.0781,10.0,4,SPRING,1995,4.43,0.498,12.7,8.7,190.0,508.0,0.81,277.5,6.6,12.0781,10.0
36,45001258,04/26/1995,37.1164992662647,-89.3898992684868,5,2,9551078,4.283,0.385,12.8,8.6,170.0,507.0,,284.2,7.4,11.90002,13.0,4,SPRING,1995,4.283,0.385,12.8,8.6,170.0,507.0,0.81,284.2,7.4,11.90002,13.0
37,45001259,04/26/1995,37.1196993454958,-89.3914347015115,5,2,9551129,,,12.8,8.7,160.0,507.0,,263.4,9.0,12.79042,,4,SPRING,1995,2.879970915290068,2.8088770629671487,12.8,8.7,160.0,507.0,0.81,263.4,9.0,12.79042,12.396329524271302
38,45001260,04/26/1995,37.1215499595464,-89.3930343671415,5,2,9551077,4.877,0.433,12.7,8.8,150.0,508.0,,242.3,4.7,11.36578,12.0,4,SPRING,1995,4.877,0.433,12.7,8.8,150.0,508.0,0.81,242.3,4.7,11.36578,12.0
39,45001261,04/26/1995,37.1229678419063,-89.3952172104563,5,2,9551148,,,12.8,8.8,160.0,508.0,,267.3,4.9,9.94114,,4,SPRING,1995,3.6380004787200364,0.34550003380791217,12.8,8.8,160.0,508.0,0.81,267.3,4.9,9.94114,12.499999806811932
40,45001262,04/26/1995,37.1288154716117,-89.3949395121462,5,2,9551048,5.875,0.417,12.7,8.6,150.0,506.0,,236.2,5.6,12.34522,,4,SPRING,1995,5.875,0.417,12.7,8.6,150.0,506.0,0.81,236.2,5.6,12.34522,12.634830415319186
41,45001266,04/26/1995,37.1339515011151,-89.4008845161013,5,2,9551047,4.736,0.237,12.7,8.6,150.0,507.0,,263.5,6.5,12.43426,,4,SPRING,1995,4.736,0.237,12.7,8.6,150.0,507.0,0.81,263.5,6.5,12.43426,9.912101389529294
42,45001267,04/26/1995,37.1357336980278,-89.40023734159,5,2,9551122,,,12.7,8.8,170.0,507.0,,256.8,,11.36578,,4,SPRING,1995,3.3063413412409552,0.32453012196483955,12.7,8.8,170.0,507.0,0.81,256.8,7.991253929771341,11.36578,9.659143835514206
43,45001268,04/26/1995,37.1733771066595,-89.4384293283301,5,2,9551120,,,12.7,8.8,160.0,506.0,,228.1,4.6,13.94794,,4,SPRING,1995,3.2332808378570506,0.39741913864059264,12.7,8.8,160.0,506.0,0.81,228.1,4.6,13.94794,10.0
44,45001269,04/27/1995,37.3213010502676,-89.4590897833135,5,2,9551045,4.997,0.422,13.2,8.8,140.0,471.0,,237.7,9.3,13.50274,,4,SPRING,1995,4.997,0.422,13.2,8.8,140.0,471.0,0.81,237.7,9.3,13.50274,12.5136469320427
45,45001270,04/27/1995,37.3212166362338,-89.4562735289569,5,2,9551118,,,13.3,8.8,140.0,469.0,,243.4,8.9,16.26298,,4,SPRING,1995,5.379500060376452,0.4211666665351276,13.3,8.8,140.0,469.0,0.81,243.4,8.9,16.26298,12.863472820927134
46,45001271,04/27/1995,37.3211997454037,-89.4557102794949,5,2,9551119,,,13.3,9.0,150.0,469.0,,222.7,10.1,12.0781,,4,SPRING,1995,4.77877898199824,0.3821055496417908,13.3,9.0,150.0,469.0,0.81,222.7,10.1,12.0781,12.792008286854497
47,45001272,04/27/1995,37.3216664691259,-89.4562523805597,5,2,9551044,5.456,0.421,13.1,8.9,130.0,472.0,,229.3,9.5,11.00962,13.0,4,SPRING,1995,5.456,0.421,13.1,8.9,130.0,472.0,0.8100000000000002,229.3,9.5,11.00962,13.0
48,45001273,04/27/1995,37.3248759082717,-89.4431278655749,5,2,9551043,4.805,0.256,13.0,8.9,150.0,472.0,,242.7,9.0,12.43426,11.0,4,SPRING,1995,4.805,0.256,13.0,8.9,150.0,472.0,0.81,242.7,9.0,12.43426,11.0
49,45001274,04/27/1995,37.327023261584,-89.4396420074138,5,2,9551042,4.56,0.4,13.1,8.9,140.0,472.0,,247.9,8.3,11.09866,,4,SPRING,1995,4.56,0.4,13.1,8.9,140.0,472.0,0.7716904489101063,247.9,8.3,11.09866,12.899493787984714
50,45001275,04/27/1995,37.3269893144495,-89.4385154426359,5,2,9551117,,,13.0,9.0,150.0,472.0,,251.3,7.9,11.54386,12.0,4,SPRING,1995,3.6771055076901993,0.4188854436857711,13.0,9.0,150.0,472.0,0.7221320011160294,251.3,7.9,11.54386,12.0
51,45001276,04/27/1995,37.3290685229675,-89.432776181751,5,2,9551070,4.48,0.406,13.0,8.9,140.0,471.0,,250.3,7.9,12.0781,13.0,4,SPRING,1995,4.48,0.406,13.0,8.9,140.0,471.0,0.7516327849592936,250.3,7.9,12.0781,13.0
52,45001277,04/27/1995,37.3298831065095,-89.4299170951911,5,2,9551144,,,13.0,8.9,150.0,472.0,,244.8,6.8,12.34522,,4,SPRING,1995,3.6202548895385576,0.3521323302246933,13.0,8.9,150.0,472.0,0.8517072887037472,244.8,6.8,12.34522,10.168165817422226
53,45001278,04/27/1995,37.335144677212,-89.4251546260703,5,2,9551143,,,13.0,8.9,120.0,472.0,,179.9,8.1,13.94794,14.0,4,SPRING,1995,2.6414418343678636,0.29867601094236795,13.0,8.9,120.0,472.0,0.8364226411344751,179.9,8.1,13.94794,14.0
54,45001279,04/27/1995,37.3392100691007,-89.4255258724274,5,2,9551142,,,13.0,8.9,140.0,472.0,,229.8,7.9,12.87946,,4,SPRING,1995,4.189881242957484,0.3360973588684203,13.0,8.9,140.0,472.0,0.8022705863646559,229.8,7.9,12.87946,14.034391037679516
55,45001280,04/27/1995,37.340143783354,-89.4266099255921,5,2,9551069,5.38,0.354,13.0,9.0,130.0,472.0,,213.5,6.9,10.11922,12.0,4,SPRING,1995,5.38,0.354,13.0,9.0,130.0,472.0,0.8012077142013896,213.5,6.9,10.11922,12.0
56,45001281,04/27/1995,37.3450065284859,-89.4235581195092,5,2,9551141,,,13.0,9.0,130.0,471.0,,234.2,7.5,13.8589,,4,SPRING,1995,4.012815931152219,0.34330607432978505,13.0,9.0,130.0,471.0,0.7601048274754367,234.2,7.5,13.8589,13.972175060928631
57,45001282,04/27/1995,37.3463730274383,-89.4240574504088,5,2,9551068,4.513,0.354,13.0,9.0,130.0,472.0,,234.5,6.5,11.72194,13.0,4,SPRING,1995,4.513,0.354,13.0,9.0,130.0,472.0,0.7498951119637356,234.5,6.5,11.72194,13.0
58,45001283,04/27/1995,37.3494705573554,-89.4222176001391,5,2,9551140,,,13.0,9.1,130.0,471.0,,236.1,2.2,14.12602,,4,SPRING,1995,4.408695801458473,0.27709775192277275,13.0,9.1,130.0,471.0,0.719081113082573,236.1,2.2,14.12602,13.545084941208847
59,45001284,04/27/1995,37.3650089636519,-89.4147066056099,5,2,9551067,4.941,0.37,12.9,9.0,130.0,471.0,,222.2,12.3,12.87946,,4,SPRING,1995,4.941,0.37,12.9,9.0,130.0,471.0,0.8161949644887796,222.2,12.3,12.87946,17.0
60,45001288,04/27/1995,37.3680891804373,-89.4123022900515,5,2,9551066,5.092,0.433,12.9,9.0,150.0,471.0,,235.3,8.4,11.45482,15.0,4,SPRING,1995,5.092,0.433,12.9,9.0,150.0,471.0,0.7663928788702923,235.3,8.4,11.45482,15.0
61,45001289,04/27/1995,37.3761685898802,-89.4113525423515,5,2,9551137,,,12.9,8.9,130.0,472.0,,213.6,9.5,10.03018,15.0,4,SPRING,1995,3.192751276592589,0.35888519648703326,12.9,8.9,130.0,472.0,0.69,213.6,9.5,10.03018,15.0
62,45001290,04/27/1995,37.3803537796893,-89.4156687155436,5,2,9551136,,,12.9,9.1,120.0,472.0,,189.6,9.0,13.4137,14.0,4,SPRING,1995,3.2969343880443756,0.3869035293967871,12.9,9.1,120.0,472.0,0.69,189.6,9.0,13.4137,14.0
63,45001291,04/27/1995,37.3876362271831,-89.4181442877182,5,1,9551014,6.143,0.227,12.8,9.0,150.0,472.0,,236.3,11.3,14.39314,15.0,4,SPRING,1995,6.143,0.227,12.8,9.0,150.0,472.0,0.4765233253762002,236.3,11.3,14.39314,15.0
64,45001292,04/27/1995,37.3536553167426,-89.4265329991044,5,1,9551015,4.839,0.244,12.8,9.0,140.0,471.0,,225.3,8.1,13.05754,,4,SPRING,1995,4.839,0.244,12.8,9.0,140.0,471.0,0.7546873225043232,225.3,8.1,13.05754,14.490310167984772
65,45001293,04/27/1995,37.3431319717423,-89.4360596276942,5,1,9551016,4.887,0.216,12.8,9.1,140.0,471.0,,208.1,13.3,12.43426,,4,SPRING,1995,4.887,0.216,12.8,9.1,140.0,471.0,0.8038278234651492,208.1,13.3,12.43426,14.47180109710518
66,45001294,04/27/1995,37.339804928266,-89.4452439439144,5,1,9551097,,,12.8,9.1,140.0,470.0,,218.6,16.4,12.70138,,4,SPRING,1995,5.640842044141692,0.2329345047356541,12.8,9.1,140.0,470.0,0.7352572200418281,218.6,16.4,12.70138,22.958371464050323
67,45001295,04/27/1995,37.3416720119269,-89.4474126118053,5,1,9551096,,,12.8,9.1,150.0,466.0,,247.1,7.1,10.03018,13.0,4,SPRING,1995,4.365006168474187,0.22150008519991968,12.8,9.1,150.0,466.0,0.7355322094732426,247.1,7.1,10.03018,13.0
68,45001296,04/27/1995,37.3723362366076,-89.4335478346736,5,2,9551139,,,12.8,8.9,140.0,466.0,,252.4,10.5,11.98906,12.0,4,SPRING,1995,3.389185408592677,0.5947888373101196,12.8,8.9,140.0,466.0,0.6711362920570803,252.4,10.5,11.98906,12.0
69,45001297,04/27/1995,37.3754849608803,-89.4333985623382,5,2,9551138,,,12.8,9.0,150.0,466.0,,248.2,10.2,11.1877,13.0,4,SPRING,1995,3.2349313307266563,0.5193153020015961,12.8,9.0,150.0,466.0,0.6741598517986437,248.2,10.2,11.1877,13.0
70,45001298,04/27/1995,37.3902778199386,-89.4310032834714,5,2,9551135,4.313,0.416,12.8,9.1,160.0,465.0,,242.6,9.3,11.00962,12.0,4,SPRING,1995,4.313,0.416,12.8,9.1,160.0,465.0,0.16,242.6,9.3,11.00962,12.0
71,45001302,04/28/1995,37.2495823653122,-89.5013351091904,5,1,9551024,4.241,0.417,13.1,9.1,130.0,459.0,,,14.3,10.65346,,4,SPRING,1995,4.241,0.417,13.1,9.1,130.0,459.0,0.6088789739541185,203.0762772339005,14.3,10.65346,13.0
72,45001303,04/28/1995,37.2523118376989,-89.4719050765063,5,1,9551023,4.501,0.387,13.1,9.1,140.0,460.0,,,14.0,11.1877,,4,SPRING,1995,4.501,0.387,13.1,9.1,140.0,460.0,0.6179023306963969,193.99353748467198,14.0,11.1877,13.0
73,45001304,04/28/1995,37.2251867474147,-89.4686640403851,5,1,9551103,,,13.3,9.1,130.0,456.0,,,8.4,8.87266,,4,SPRING,1995,3.431859093624072,0.34348805438789826,13.3,9.1,130.0,456.0,0.8099999999999999,298.28873858144357,8.4,8.87266,9.690983054798863
74,45001305,04/28/1995,37.2214535580182,-89.4643319253162,5,1,9551025,4.498,0.42,13.2,9.0,150.0,459.0,,,11.9,11.54386,,4,SPRING,1995,4.498,0.42,13.2,9.0,150.0,459.0,0.81,279.8666825140595,11.9,11.54386,9.750000000183148
75,45001306,04/28/1995,37.2142560415265,-89.4646682519834,5,1,9551104,,,13.1,9.1,140.0,459.0,,,12.4,10.20826,,4,SPRING,1995,3.6544409854067865,0.3948239210142285,13.1,9.1,140.0,459.0,0.81,269.5231990288076,12.4,10.20826,9.62500000023001
76,45001307,04/28/1995,37.1941937265853,-89.4565955960241,5,1,9551026,4.625,0.438,13.2,9.1,140.0,458.0,,,10.6,10.56442,,4,SPRING,1995,4.625,0.438,13.2,9.1,140.0,458.0,0.81,360.9613615962126,10.6,10.56442,9.728502625793238
77,45001308,04/28/1995,37.1906623099815,-89.4590130926712,5,1,9551105,,,13.1,9.0,130.0,458.0,,,12.0,11.90002,,4,SPRING,1995,3.6038393706053773,0.3283492785473081,13.1,9.0,130.0,458.0,0.81,361.6456249967636,12.0,11.90002,9.74460294110032
78,45001309,04/28/1995,37.177797215729,-89.4506068787819,5,1,9551106,,,13.1,9.1,130.0,458.0,,,14.9,12.79042,,4,SPRING,1995,2.6525670971836455,0.2969916540328035,13.1,9.1,130.0,458.0,0.81,357.4386209997275,14.9,12.79042,9.654859689730966
79,45001310,04/28/1995,37.1722641707582,-89.4463626093692,5,1,9551107,,,13.1,9.0,140.0,458.0,,,13.1,13.94794,,4,SPRING,1995,3.514887455750724,0.41725217775595336,13.1,9.0,140.0,458.0,0.81,331.1755603342649,13.1,13.94794,9.999999999999998
80,45001311,04/28/1995,37.1721290513976,-89.4418655354602,5,1,9551108,,,13.1,9.1,140.0,457.0,,,10.6,12.43426,,4,SPRING,1995,3.382573125582006,0.4079335214495531,13.1,9.1,140.0,457.0,0.81,277.9332432101303,10.6,12.43426,10.0
81,45001312,04/28/1995,37.2523789713518,-89.4741560636413,5,1,9551022,4.465,0.353,13.1,8.9,140.0,459.0,,,9.0,11.72194,,4,SPRING,1995,4.465,0.353,13.1,8.9,140.0,459.0,0.6170704337114896,194.1434034384882,9.0,11.72194,13.0
82,45001316,04/28/1995,37.2563797022317,-89.4874948538698,5,2,9551146,,,13.1,9.0,140.0,458.0,,238.6,5.6,13.05754,,4,SPRING,1995,2.710473603816432,0.323914294727345,13.1,9.0,140.0,458.0,0.6117510497962888,238.6,5.6,13.05754,13.0
83,45001317,04/28/1995,37.2542640701408,-89.4921015789761,5,2,9551147,,,13.2,8.9,140.0,460.0,,228.6,4.1,13.05754,,4,SPRING,1995,2.7520719884013767,0.3588146343367482,13.2,8.9,140.0,460.0,0.6105780583511764,228.6,4.1,13.05754,13.000000000000002
84,45001318,04/28/1995,37.2565967874632,-89.494811105312,5,2,9551076,4.575,0.356,13.1,8.9,140.0,460.0,,243.2,5.0,12.79042,,4,SPRING,1995,4.575,0.356,13.1,8.9,140.0,460.0,0.6092191725772672,243.2,5.0,12.79042,13.0
85,45001319,04/28/1995,37.2566634921882,-89.4970622753726,5,2,9551145,,,13.1,9.0,140.0,460.0,,249.0,4.6,11.90002,,4,SPRING,1995,3.47788306079036,0.26194733600132797,13.1,9.0,140.0,460.0,0.6084960874202036,249.0,4.6,11.90002,13.0
86,45001320,04/28/1995,37.2588794298857,-89.4958323687064,5,2,9551058,4.355,0.395,13.1,9.0,150.0,458.0,,218.5,6.0,11.00962,,4,SPRING,1995,4.355,0.395,13.1,9.0,150.0,458.0,0.608335643299847,218.5,6.0,11.00962,13.0
87,45001321,04/28/1995,37.2584462489567,-89.4964160398592,5,2,9551059,4.559,0.529,13.1,9.1,150.0,459.0,,236.6,11.6,12.43426,,4,SPRING,1995,4.559,0.529,13.1,9.1,150.0,459.0,0.6082567134647237,236.6,11.6,12.43426,13.0
88,45001322,04/28/1995,37.2621950874011,-89.5013146487107,5,2,9551075,4.502,0.419,13.1,9.1,140.0,460.0,,240.4,6.6,13.23562,15.0,4,SPRING,1995,4.502,0.419,13.1,9.1,140.0,460.0,0.6056325121760189,240.4,6.6,13.23562,15.0
89,45001323,04/28/1995,37.2653774047725,-89.5022945129485,5,2,9551128,,,13.0,9.1,150.0,458.0,,246.9,8.0,10.92058,15.0,4,SPRING,1995,2.5182493790447116,0.3508277806293033,13.0,9.1,150.0,458.0,0.6042358249714102,246.9,8.0,10.92058,15.0
90,45001324,04/28/1995,37.2658272642025,-89.5022736809527,5,2,9551127,,,13.0,9.0,140.0,458.0,,235.8,7.6,10.11922,,4,SPRING,1995,3.2997534941299196,0.3990344429041994,13.0,9.0,140.0,458.0,0.604076044990434,235.8,7.6,10.11922,15.0
91,45001325,04/28/1995,37.2667436316829,-89.5027948872468,5,2,9551057,4.415,0.417,13.0,9.0,140.0,457.0,,219.6,7.9,11.45482,15.0,4,SPRING,1995,4.415,0.417,13.0,9.0,140.0,457.0,0.6035644591444462,219.6,7.9,11.45482,15.0
92,45001326,04/28/1995,37.2686595437495,-89.5066517723576,5,2,9551074,4.488,0.332,13.0,9.1,150.0,459.0,,245.2,9.5,15.72874,15.0,4,SPRING,1995,4.488,0.332,13.0,9.1,150.0,459.0,0.6016378484238865,245.2,9.5,15.72874,15.0
93,45001327,04/28/1995,37.2732080400025,-89.5081324337355,5,2,9551126,,,13.0,9.0,140.0,458.0,,251.3,6.8,0.9481,15.0,4,SPRING,1995,3.5941829453729275,0.3618453593370007,13.0,9.0,140.0,458.0,0.5991173517722701,251.3,6.8,0.9481,15.0
94,45001328,04/28/1995,37.2801387121852,-89.514013072123,5,2,9551073,4.679,0.372,13.0,9.1,140.0,458.0,,213.4,6.7,12.61234,,4,SPRING,1995,4.679,0.372,13.0,9.1,140.0,458.0,0.5938768808117602,213.4,6.7,12.61234,12.051845176009165
95,45001329,04/28/1995,37.2842870473303,-89.5172041540592,5,2,9551072,4.525,0.376,12.9,8.9,140.0,458.0,,242.0,10.3,12.34522,15.0,4,SPRING,1995,4.525,0.376,12.9,8.9,140.0,458.0,0.5907313117029647,242.0,10.3,12.34522,15.0
